workerid,language,enjoyment,gender,age,comments,asses,education
0,English,1,Male,48,,Yes,3
1,english,1,Female,33,none,Yes,2
2,English,1,Female,21,,Yes,3
3,English,2,Male,53,,Yes,3
4,english,1,Female,25,,Yes,2
5,English,1,Male,49,It was a nice change of pace from the HITs I usually work on.,Yes,2
6,,-1,,,,NA,-1
7,english,1,Male,25,,Yes,2
8,Gujarati,1,Male,37,,Yes,3
