date,workerid,amount
Tue Apr 12 09:28:47 PDT 2016,A14OFQMJ2Q6BTI,0.25
Tue Apr 12 09:29:15 PDT 2016,A1489QNXV5IM6O,0.25
Tue Apr 12 09:34:37 PDT 2016,A3CF8ULBSE8MTL,0.25
Tue Apr 12 09:41:29 PDT 2016,A2CF2BD4Q0ZDJN,0.25
Tue Apr 12 09:55:47 PDT 2016,AC4LBMA5QJJ1I,0.25
Tue Apr 12 10:27:15 PDT 2016,A1LV6ZGB8I17VI,0.25
Tue Apr 12 10:31:30 PDT 2016,A10LGIY5HFYMZM,0.25
Tue Apr 12 11:40:26 PDT 2016,A1TARNH07A75CG,0.25
Tue Apr 12 11:51:58 PDT 2016,A9Q232BAT9GD4,0.25
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
