date,workerid,amount
Fri Apr 01 13:35:52 PDT 2016,A2O19SRDLSQDP6,0.25
Fri Apr 01 14:17:49 PDT 2016,A1HN6NKUGXN3CV,0.25
Fri Apr 01 14:36:55 PDT 2016,A1P3BFHCEJL70F,0.25
Fri Apr 01 16:02:26 PDT 2016,AJ86CAZX0QCE9,0.25
Fri Apr 01 16:49:39 PDT 2016,A15VRRHQCLJHC8,0.25
Fri Apr 01 16:57:10 PDT 2016,A1159EV0HX7QLZ,0.25
Fri Apr 01 18:23:47 PDT 2016,A29D6UCR5DYAUM,0.25
Fri Apr 01 18:27:11 PDT 2016,A1UX7ILLQ4SYGB,0.25
Fri Apr 01 18:48:54 PDT 2016,A1QWL8FRLNDJB,0.25
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
