date,workerid,amount
Fri Apr 01 13:39:43 PDT 2016,A1SWV4X4PD25S1,0.25
Fri Apr 01 13:44:44 PDT 2016,A2O9DCJ35SXHXI,0.25
Fri Apr 01 13:47:41 PDT 2016,A2IJELYFUOI5T2,0.25
Fri Apr 01 13:49:09 PDT 2016,A3MWSVO26MJI82,0.25
Fri Apr 01 16:43:40 PDT 2016,A16IC166NW32YQ,0.25
Fri Apr 01 16:51:17 PDT 2016,AMXB3W6Q9BZQW,0.25
Fri Apr 01 17:08:29 PDT 2016,A155KQLJIVHGCL,0.25
Fri Apr 01 17:21:39 PDT 2016,A39CQ0EIJ3KRX8,0.25
Fri Apr 01 18:32:18 PDT 2016,A1X4W7U82X07NG,0.25
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
