high,3,2,8,"false",3,3,3,0.013986857005865674
high,3,2,8,"true",3,3,3,0.0013711583197476781
high,3,2,8,"false",3,3,4,0.013986857005865761
high,3,2,8,"true",3,3,4,0.0013711583197476855
high,3,2,8,"false",3,3,5,0.01398685700586575
high,3,2,8,"true",3,3,5,0.0013711583197476879
high,3,2,8,"false",3,3,6,0.013984702438569122
high,3,2,8,"true",3,3,6,0.001572464851831756
high,3,2,8,"false",3,4,3,0.013986857005865761
high,3,2,8,"true",3,4,3,0.0013711583197476855
high,3,2,8,"false",3,4,4,0.01398685700586575
high,3,2,8,"true",3,4,4,0.0013711583197476879
high,3,2,8,"false",3,4,5,0.013984702438569122
high,3,2,8,"true",3,4,5,0.001572464851831756
high,3,2,8,"false",3,4,6,0.013980792328616414
high,3,2,8,"true",3,4,6,0.0019232221580383268
high,3,2,8,"false",3,5,3,0.01398685700586575
high,3,2,8,"true",3,5,3,0.0013711583197476879
high,3,2,8,"false",3,5,4,0.013984702438569122
high,3,2,8,"true",3,5,4,0.001572464851831756
high,3,2,8,"false",3,5,5,0.013980792328616414
high,3,2,8,"true",3,5,5,0.0019232221580383268
high,3,2,8,"false",3,5,6,0.013980792328616414
high,3,2,8,"true",3,5,6,0.0019232221580383268
high,3,2,8,"false",3,6,3,0.013984702438569122
high,3,2,8,"true",3,6,3,0.001572464851831756
high,3,2,8,"false",3,6,4,0.013980792328616414
high,3,2,8,"true",3,6,4,0.0019232221580383268
high,3,2,8,"false",3,6,5,0.013980792328616414
high,3,2,8,"true",3,6,5,0.0019232221580383268
high,3,2,8,"false",3,6,6,0.013984702438569122
high,3,2,8,"true",3,6,6,0.001572464851831756
high,3,2,8,"false",4,3,3,0.013986857005865761
high,3,2,8,"true",4,3,3,0.0013711583197476855
high,3,2,8,"false",4,3,4,0.01398685700586575
high,3,2,8,"true",4,3,4,0.0013711583197476879
high,3,2,8,"false",4,3,5,0.013984702438569122
high,3,2,8,"true",4,3,5,0.001572464851831756
high,3,2,8,"false",4,3,6,0.013980792328616414
high,3,2,8,"true",4,3,6,0.0019232221580383268
high,3,2,8,"false",4,4,3,0.01398685700586575
high,3,2,8,"true",4,4,3,0.0013711583197476879
high,3,2,8,"false",4,4,4,0.013984702438569122
high,3,2,8,"true",4,4,4,0.001572464851831756
high,3,2,8,"false",4,4,5,0.013980792328616414
high,3,2,8,"true",4,4,5,0.0019232221580383268
high,3,2,8,"false",4,4,6,0.013980792328616414
high,3,2,8,"true",4,4,6,0.0019232221580383268
high,3,2,8,"false",4,5,3,0.013984702438569122
high,3,2,8,"true",4,5,3,0.001572464851831756
high,3,2,8,"false",4,5,4,0.013980792328616414
high,3,2,8,"true",4,5,4,0.0019232221580383268
high,3,2,8,"false",4,5,5,0.013980792328616414
high,3,2,8,"true",4,5,5,0.0019232221580383268
high,3,2,8,"false",4,5,6,0.013984702438569122
high,3,2,8,"true",4,5,6,0.001572464851831756
high,3,2,8,"false",4,6,3,0.013980792328616414
high,3,2,8,"true",4,6,3,0.0019232221580383268
high,3,2,8,"false",4,6,4,0.013980792328616414
high,3,2,8,"true",4,6,4,0.0019232221580383268
high,3,2,8,"false",4,6,5,0.013984702438569122
high,3,2,8,"true",4,6,5,0.001572464851831756
high,3,2,8,"false",4,6,6,0.01398685700586575
high,3,2,8,"true",4,6,6,0.0013711583197476879
high,3,2,8,"false",5,3,3,0.01398685700586575
high,3,2,8,"true",5,3,3,0.0013711583197476879
high,3,2,8,"false",5,3,4,0.013984702438569122
high,3,2,8,"true",5,3,4,0.001572464851831756
high,3,2,8,"false",5,3,5,0.013980792328616414
