workerid,language,enjoyment,gender,age,comments,asses,education
0,English,1,Female,30,,Yes,3
1,English,2,Male,24,,Yes,3
2,english,2,Male,22,,Yes,1
3,english,1,Female,32,,Yes,2
4,Spanish,2,Female,65,It was a very nice task,Confused,3
5,english,2,Male,28,,Yes,2
6,English,1,Male,32,,Yes,3
7,English,1,Male,28,,Yes,3
8,english,2,Male,35,,Yes,3
