date,workerid,amount
Wed Apr 13 08:19:30 PDT 2016,A2R40R4O6G0YBY,0.5
Wed Apr 13 08:21:22 PDT 2016,A1UMUI5VTNT52T,0.5
Wed Apr 13 08:22:17 PDT 2016,A3GLT78I4NBP4Q,0.5
Wed Apr 13 08:29:05 PDT 2016,AVJUIF9QHQRY8,0.5
Wed Apr 13 08:30:32 PDT 2016,A2RL4FJKPZ489S,0.5
Wed Apr 13 08:35:06 PDT 2016,A26M997VYVK0E6,0.5
Wed Apr 13 08:36:18 PDT 2016,A12J4IRF5Z06BT,0.5
Wed Apr 13 08:38:48 PDT 2016,A19C6T7B0H4PAQ,0.5
Wed Apr 13 09:08:06 PDT 2016,A2551EKB87S2XY,0.5
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
