,workerid,predicate,noun,sentence_type,slide_number,response,language
1959,74,appalling,conditions,coll,23,0.78,English
1960,74,appalling,conditions,dist,23,0.42,English
1961,74,small,numbers,dist,26,0.67,English
1962,74,small,numbers,coll,26,0.47,English
1963,75,open,curtains,dist,3,0.14,English
1964,75,open,curtains,coll,3,0.69,English
1965,75,consistent,injuries,coll,4,0.78,English
1966,75,consistent,injuries,dist,4,0.02,English
1967,75,closed,shops,coll,5,0.24,English
1968,75,closed,shops,dist,5,0.95,English
1969,75,encouraging,results,dist,6,0.7,English
1970,75,encouraging,results,coll,6,0.73,English
1971,75,white,walls,dist,9,0.85,English
1972,75,white,walls,coll,9,0.11,English
1973,75,open,gates,dist,10,0.73,English
1974,75,open,gates,coll,10,0.73,English
1975,75,liable,defendants,coll,11,0.08,English
1976,75,liable,defendants,dist,11,0.92,English
1977,75,guilty,defendants,dist,14,0.8,English
1978,75,guilty,defendants,coll,14,0.8,English
1979,75,busy,roads,dist,18,0.78,English
1980,75,busy,roads,coll,18,0.79,English
1981,75,gratifying,results,coll,20,0.77,English
1982,75,gratifying,results,dist,20,0.71,English
1983,75,disappointing,results,coll,21,0.74,English
1984,75,disappointing,results,dist,21,0.73,English
1985,75,small,children,coll,22,0.21,English
1986,75,small,children,dist,22,0.84,English
1987,75,quiet,streets,coll,25,0.81,English
1988,75,quiet,streets,dist,25,0.34,English
1989,75,small,rooms,coll,28,0.25,English
1990,75,small,rooms,dist,28,0.79,English
1991,75,appalling,conditions,coll,29,0.77,English
1992,75,appalling,conditions,dist,29,0.13,English
1993,76,friendly,people,coll,4,0.9,Engliah
1994,76,friendly,people,dist,4,0.31,Engliah
1995,76,guilty,defendants,dist,7,0.92,Engliah
1996,76,guilty,defendants,coll,7,0.83,Engliah
1997,76,unchanged,shares,coll,12,0.59,Engliah
1998,76,unchanged,shares,dist,12,0.37,Engliah
1999,76,quiet,streets,dist,13,0.66,Engliah
2000,76,quiet,streets,coll,13,0.97,Engliah
2001,76,small,classes,dist,14,0.82,Engliah
2002,76,small,classes,coll,14,0.96,Engliah
2003,76,closed,doors,coll,16,0.67,Engliah
2004,76,closed,doors,dist,16,0.93,Engliah
2005,76,small,children,dist,19,0.7,Engliah
2006,76,small,children,coll,19,0.9,Engliah
2007,76,bare,walls,dist,20,0.72,Engliah
2008,76,bare,walls,coll,20,0.83,Engliah
2009,76,difficult,conditions,dist,23,0.74,Engliah
2010,76,difficult,conditions,coll,23,0.99,Engliah
2011,76,dark,windows,dist,26,0.68,Engliah
2012,76,dark,windows,coll,26,0.97,Engliah
2013,76,bright,eyes,coll,27,0.98,Engliah
2014,76,bright,eyes,dist,27,0.79,Engliah
2015,76,small,numbers,dist,28,0.87,Engliah
2016,76,small,numbers,coll,28,0.99,Engliah
2017,76,closed,shops,dist,30,0.81,Engliah
2018,76,closed,shops,coll,30,0.97,Engliah
2019,76,gratifying,results,coll,31,0.94,Engliah
2020,76,gratifying,results,dist,31,0.8,Engliah
2021,77,similar,facts,coll,3,0.87,English
2022,77,similar,facts,dist,3,0.77,English
2023,77,closed,shops,coll,6,0.97,English
2024,77,closed,shops,dist,6,0.95,English
2025,77,bright,colors,coll,7,0.97,English
2026,77,bright,colors,dist,7,0.96,English
2027,77,open,pubs,dist,8,0.96,English
2028,77,open,pubs,coll,8,0.99,English
2029,77,small,numbers,dist,9,0.92,English
2030,77,small,numbers,coll,9,0.95,English
2031,77,open,eyes,dist,10,0.99,English
2032,77,open,eyes,coll,10,0.92,English
2033,77,quiet,dogs,dist,11,0.96,English
2034,77,quiet,dogs,coll,11,0.96,English
2035,77,open,curtains,dist,19,0.95,English
2036,77,open,curtains,coll,19,0.93,English
2037,77,small,children,dist,21,0.99,English
2038,77,small,children,coll,21,0.94,English
2039,77,dark,windows,dist,22,0.93,English
2040,77,dark,windows,coll,22,0.91,English
2041,77,friendly,people,dist,25,0.94,English
2042,77,friendly,people,coll,25,0.95,English
2043,77,unreasonable,items,dist,27,0.93,English
2044,77,unreasonable,items,coll,27,0.92,English
2045,77,small,classes,coll,28,0.92,English
2046,77,small,classes,dist,28,0.92,English
2047,78,consistent,injuries,coll,8,0.12,English
2048,78,consistent,injuries,dist,8,0.1,English
2049,78,guilty,defendants,dist,9,0.09,English
2050,78,guilty,defendants,coll,9,0.08,English
2051,78,full,pubs,coll,11,0.14,English
2052,78,full,pubs,dist,11,0.13,English
2053,78,dark,windows,coll,12,0.1,English
2054,78,dark,windows,dist,12,0.1,English
2055,78,quiet,dogs,coll,13,0.12,English
2056,78,quiet,dogs,dist,13,0.08,English
2057,78,open,curtains,dist,14,0.12,English
2058,78,open,curtains,coll,14,0.33,English
2059,78,open,eyes,coll,15,0.13,English
2060,78,open,eyes,dist,15,0.12,English
2061,78,closed,shops,coll,19,0.17,English
2062,78,closed,shops,dist,19,0.13,English
2063,78,small,rooms,coll,21,0.2,English
2064,78,small,rooms,dist,21,0.17,English
2065,78,white,walls,dist,23,0.14,English
2066,78,white,walls,coll,23,0.11,English
2067,78,encouraging,results,dist,25,0.21,English
2068,78,encouraging,results,coll,25,0.28,English
2069,78,young,children,coll,26,0.18,English
2070,78,young,children,dist,26,0.15,English
2071,78,friendly,people,dist,29,0.13,English
2072,78,friendly,people,coll,29,0.13,English
2073,78,small,numbers,coll,31,0.16,English
2074,78,small,numbers,dist,31,0.29,English
2075,79,consistent,injuries,dist,4,1,english
2076,79,consistent,injuries,coll,4,1,english
2077,79,small,numbers,coll,6,1,english
2078,79,small,numbers,dist,6,1,english
2079,79,guilty,men,coll,8,1,english
2080,79,guilty,men,dist,8,1,english
2081,79,gratifying,results,dist,9,0,english
2082,79,gratifying,results,coll,9,1,english
2083,79,liable,defendants,dist,12,1,english
2084,79,liable,defendants,coll,12,1,english
2085,79,open,gates,coll,14,1,english
2086,79,open,gates,dist,14,1,english
2087,79,closed,shops,coll,17,0.99,english
2088,79,closed,shops,dist,17,1,english
2089,79,quiet,dogs,coll,22,1,english
2090,79,quiet,dogs,dist,22,1,english
2091,79,unreasonable,items,dist,26,1,english
2092,79,unreasonable,items,coll,26,1,english
2093,79,difficult,conditions,coll,27,1,english
2094,79,difficult,conditions,dist,27,1,english
2095,79,dark,windows,coll,28,1,english
2096,79,dark,windows,dist,28,1,english
2097,79,friendly,natives,dist,29,1,english
2098,79,friendly,natives,coll,29,1,english
2099,79,white,walls,dist,30,1,english
2100,79,white,walls,coll,30,1,english
2101,79,open,eyes,coll,32,1,english
2102,79,open,eyes,dist,32,0.02,english
2103,80,full,pubs,dist,4,1,English
2104,80,full,pubs,coll,4,1,English
2105,80,white,walls,coll,5,1,English
2106,80,white,walls,dist,5,1,English
2107,80,closed,shops,coll,6,0,English
2108,80,closed,shops,dist,6,1,English
2109,80,gratifying,results,dist,10,1,English
2110,80,gratifying,results,coll,10,0,English
2111,80,friendly,people,coll,14,1,English
2112,80,friendly,people,dist,14,1,English
2113,80,similar,facts,coll,18,1,English
2114,80,similar,facts,dist,18,1,English
2115,80,guilty,defendants,dist,21,1,English
2116,80,guilty,defendants,coll,21,1,English
2117,80,bright,colors,dist,23,1,English
2118,80,bright,colors,coll,23,1,English
2119,80,encouraging,results,coll,24,1,English
2120,80,encouraging,results,dist,24,1,English
2121,80,open,windows,coll,25,0,English
2122,80,open,windows,dist,25,1,English
2123,80,small,numbers,dist,26,0,English
2124,80,small,numbers,coll,26,0,English
2125,80,friendly,natives,dist,27,1,English
2126,80,friendly,natives,coll,27,1,English
2127,81,guilty,men,dist,6,0.65,English
2128,81,guilty,men,coll,6,0.68,English
2129,81,guilty,defendants,dist,8,0.64,English
2130,81,guilty,defendants,coll,8,0.64,English
2131,81,bare,walls,coll,9,0.67,English
2132,81,bare,walls,dist,9,0.68,English
2133,81,open,eyes,coll,11,0.71,English
2134,81,open,eyes,dist,11,0.72,English
2135,81,full,pubs,coll,13,0.66,English
2136,81,full,pubs,dist,13,0.43,English
2137,81,appalling,conditions,dist,15,0.59,English
2138,81,appalling,conditions,coll,15,0.6,English
2139,81,busy,roads,dist,22,0.57,English
2140,81,busy,roads,coll,22,0.74,English
2141,81,bright,colors,dist,25,0.55,English
2142,81,bright,colors,coll,25,0.73,English
2143,81,encouraging,results,coll,27,0.65,English
2144,81,encouraging,results,dist,27,0.67,English
2145,81,friendly,natives,dist,28,0.42,English
2146,81,friendly,natives,coll,28,0.7,English
2147,81,consistent,injuries,coll,29,0.64,English
2148,81,consistent,injuries,dist,29,0.45,English
2149,81,open,pubs,dist,31,0.66,English
2150,81,open,pubs,coll,31,0.68,English
2151,81,open,windows,coll,32,0.67,English
2152,81,open,windows,dist,32,0.69,English
2153,82,open,doors,dist,3,NA,english
2154,82,open,doors,coll,3,0.94,english
2155,82,consistent,injuries,dist,5,0.94,english
2156,82,consistent,injuries,coll,5,0.02,english
2157,82,open,eyes,coll,6,0.04,english
2158,82,open,eyes,dist,6,0.96,english
2159,82,encouraging,results,dist,16,0.95,english
2160,82,encouraging,results,coll,16,0.04,english
2161,82,full,pubs,dist,18,0.94,english
2162,82,full,pubs,coll,18,0.06,english
2163,82,young,children,dist,19,0.94,english
2164,82,young,children,coll,19,0.05,english
2165,82,small,classes,coll,20,0.03,english
2166,82,small,classes,dist,20,0.95,english
2167,82,open,gates,coll,21,0.95,english
2168,82,open,gates,dist,21,0.07,english
2169,82,bare,walls,dist,22,0.94,english
2170,82,bare,walls,coll,22,0.05,english
2171,82,friendly,people,dist,23,0.02,english
2172,82,friendly,people,coll,23,0.94,english
2173,82,liable,defendants,dist,24,0.94,english
2174,82,liable,defendants,coll,24,0.03,english
2175,82,small,rooms,dist,28,0.01,english
2176,82,small,rooms,coll,28,0.95,english
2177,82,white,walls,coll,29,0.95,english
2178,82,white,walls,dist,29,0.1,english
2179,82,open,curtains,dist,30,0.95,english
2180,82,open,curtains,coll,30,0.05,english
2181,82,quiet,streets,dist,32,0.03,english
2182,82,quiet,streets,coll,32,0.97,english
2183,83,guilty,defendants,coll,6,1,English
2184,83,guilty,defendants,dist,6,1,English
2185,83,closed,doors,coll,9,1,English
2186,83,closed,doors,dist,9,1,English
2187,83,white,walls,coll,10,1,English
2188,83,white,walls,dist,10,1,English
2189,83,quiet,dogs,dist,11,0.89,English
2190,83,quiet,dogs,coll,11,1,English
2191,83,unreasonable,items,dist,13,0.84,English
2192,83,unreasonable,items,coll,13,0.92,English
2193,83,bright,colors,coll,14,1,English
2194,83,bright,colors,dist,14,0.87,English
2195,83,full,pubs,coll,16,1,English
2196,83,full,pubs,dist,16,0.77,English
2197,83,friendly,people,dist,17,0.76,English
2198,83,friendly,people,coll,17,1,English
2199,83,unchanged,shares,coll,18,1,English
2200,83,unchanged,shares,dist,18,1,English
2201,83,liable,defendants,coll,20,1,English
2202,83,liable,defendants,dist,20,1,English
2203,83,consistent,injuries,coll,23,0.74,English
2204,83,consistent,injuries,dist,23,1,English
2205,83,open,gates,coll,25,1,English
2206,83,open,gates,dist,25,0.82,English
2207,83,good,omens,dist,26,0.89,English
2208,83,good,omens,coll,26,1,English
2209,83,full,papers,dist,28,0.95,English
2210,83,full,papers,coll,28,1,English
2211,83,encouraging,results,coll,31,1,English
2212,83,encouraging,results,dist,31,0.94,English
2213,84,consistent,injuries,dist,5,0.03,English
2214,84,consistent,injuries,coll,5,1,English
2215,84,disappointing,results,coll,7,1,English
2216,84,disappointing,results,dist,7,0.03,English
2217,84,closed,doors,dist,9,1,English
2218,84,closed,doors,coll,9,0.99,English
2219,84,white,walls,coll,10,NA,English
2220,84,white,walls,dist,10,1,English
2221,84,open,eyes,coll,11,1,English
2222,84,open,eyes,dist,11,1,English
2223,84,open,pubs,dist,13,1,English
2224,84,open,pubs,coll,13,1,English
2225,84,bright,colors,dist,14,1,English
2226,84,bright,colors,coll,14,0,English
2227,84,appalling,conditions,dist,16,1,English
2228,84,appalling,conditions,coll,16,1,English
2229,84,bright,eyes,dist,17,1,English
2230,84,bright,eyes,coll,17,1,English
2231,84,gratifying,results,dist,21,1,English
2232,84,gratifying,results,coll,21,1,English
2233,84,small,rooms,dist,26,1,English
2234,84,small,rooms,coll,26,1,English
2235,84,unreasonable,items,dist,28,1,English
2236,84,unreasonable,items,coll,28,1,English
2237,84,small,children,coll,30,1,English
2238,84,small,children,dist,30,1,English
2239,84,full,papers,dist,31,1,English
2240,84,full,papers,coll,31,1,English
2241,85,unchanged,shares,dist,3,0.99,English
2242,85,unchanged,shares,coll,3,0.01,English
2243,85,bright,colors,coll,8,0.43,English
2244,85,bright,colors,dist,8,0.97,English
2245,85,due,guests,dist,9,0.99,English
2246,85,due,guests,coll,9,0.6,English
2247,85,closed,doors,dist,11,0.99,English
2248,85,closed,doors,coll,11,0.01,English
2249,85,small,classes,coll,12,0.41,English
2250,85,small,classes,dist,12,1,English
2251,85,bright,eyes,coll,13,0.98,English
2252,85,bright,eyes,dist,13,0.06,English
2253,85,encouraging,results,dist,16,0.01,English
2254,85,encouraging,results,coll,16,1,English
2255,85,small,children,dist,17,0.99,English
2256,85,small,children,coll,17,0,English
2257,85,guilty,defendants,coll,19,0,English
2258,85,guilty,defendants,dist,19,0.99,English
2259,85,full,streets,dist,20,0.92,English
2260,85,full,streets,coll,20,0.62,English
2261,85,consistent,injuries,coll,22,0.01,English
2262,85,consistent,injuries,dist,22,0.99,English
2263,85,full,papers,coll,24,0.61,English
2264,85,full,papers,dist,24,0.82,English
2265,85,open,doors,coll,27,0,English
2266,85,open,doors,dist,27,0.98,English
2267,85,unreasonable,items,coll,28,0.8,English
2268,85,unreasonable,items,dist,28,0.71,English
2269,85,friendly,people,dist,30,1,English
2270,85,friendly,people,coll,30,0.01,English
2271,86,bare,walls,coll,4,0.82,English
2272,86,bare,walls,dist,4,0.01,English
2273,86,appalling,conditions,coll,5,0.82,English
2274,86,appalling,conditions,dist,5,0.06,English
2275,86,full,pubs,coll,6,0.12,English
2276,86,full,pubs,dist,6,0.78,English
2277,86,young,children,dist,9,0.89,English
2278,86,young,children,coll,9,0.02,English
2279,86,small,numbers,coll,11,0.08,English
2280,86,small,numbers,dist,11,0.84,English
2281,86,open,curtains,coll,14,0.12,English
2282,86,open,curtains,dist,14,0.91,English
2283,86,good,omens,coll,15,0.07,English
2284,86,good,omens,dist,15,0.82,English
2285,86,consistent,injuries,coll,16,0.08,English
2286,86,consistent,injuries,dist,16,0.86,English
2287,86,quiet,streets,dist,17,0.11,English
2288,86,quiet,streets,coll,17,0.79,English
2289,86,closed,doors,coll,18,0.09,English
2290,86,closed,doors,dist,18,0.83,English
2291,86,encouraging,results,dist,24,0.13,English
2292,86,encouraging,results,coll,24,0.89,English
2293,86,open,windows,coll,27,0.2,English
2294,86,open,windows,dist,27,0.93,English
2295,86,open,doors,coll,30,0.89,English
2296,86,open,doors,dist,30,0.09,English
2297,86,liable,defendants,coll,32,0.09,English
2298,86,liable,defendants,dist,32,0.91,English
2299,87,quiet,streets,dist,3,0.72,english
2300,87,quiet,streets,coll,3,0.34,english
2301,87,quiet,dogs,coll,5,0.69,english
2302,87,quiet,dogs,dist,5,0.69,english
2303,87,small,children,coll,7,0.28,english
2304,87,small,children,dist,7,0.8,english
2305,87,bare,walls,coll,8,0.74,english
2306,87,bare,walls,dist,8,0.74,english
2307,87,closed,shops,coll,10,0.47,english
2308,87,closed,shops,dist,10,0.97,english
2309,87,similar,facts,dist,12,0.89,english
2310,87,similar,facts,coll,12,0.89,english
2311,87,small,classes,coll,16,0.62,english
2312,87,small,classes,dist,16,0.93,english
2313,87,dark,windows,coll,19,0.98,english
2314,87,dark,windows,dist,19,0.47,english
2315,87,bright,colors,dist,20,0.98,english
2316,87,bright,colors,coll,20,0.7,english
2317,87,small,numbers,dist,21,0.97,english
2318,87,small,numbers,coll,21,0.34,english
2319,87,unreasonable,items,dist,22,0.98,english
2320,87,unreasonable,items,coll,22,0.97,english
2321,87,closed,doors,dist,27,0.97,english
2322,87,closed,doors,coll,27,0.21,english
2323,87,open,doors,dist,28,0.99,english
2324,87,open,doors,coll,28,0.03,english
2325,87,white,walls,coll,30,0.96,english
2326,87,white,walls,dist,30,0.97,english
2327,87,young,children,dist,31,0.97,english
2328,87,young,children,coll,31,0.96,english
2329,88,full,streets,coll,4,0.3,English
2330,88,full,streets,dist,4,0.48,English
2331,88,small,classes,coll,5,0.49,English
2332,88,small,classes,dist,5,0.9,English
2333,88,busy,roads,dist,9,0.82,English
2334,88,busy,roads,coll,9,0.82,English
2335,88,bare,walls,coll,14,0.87,English
2336,88,bare,walls,dist,14,0.73,English
2337,88,open,curtains,dist,16,0.85,English
2338,88,open,curtains,coll,16,0.19,English
2339,88,dark,windows,dist,17,0.75,English
2340,88,dark,windows,coll,17,0.54,English
2341,88,small,children,coll,19,0.41,English
2342,88,small,children,dist,19,0.83,English
2343,88,guilty,men,coll,21,0.74,English
2344,88,guilty,men,dist,21,0.86,English
2345,88,full,pubs,coll,24,0.62,English
2346,88,full,pubs,dist,24,0.93,English
2347,88,open,pubs,coll,25,0.24,English
2348,88,open,pubs,dist,25,0.93,English
2349,88,closed,doors,dist,27,0.93,English
2350,88,closed,doors,coll,27,0.69,English
2351,88,appalling,conditions,coll,29,0.86,English
2352,88,appalling,conditions,dist,29,0.74,English
2353,89,closed,doors,coll,4,0.07,English
2354,89,closed,doors,dist,4,0.93,English
2355,89,full,papers,dist,7,0.09,English
2356,89,full,papers,coll,7,0.9,English
2357,89,bright,eyes,coll,10,0.95,English
2358,89,bright,eyes,dist,10,0.06,English
2359,89,gratifying,results,dist,13,0.02,English
2360,89,gratifying,results,coll,13,0.93,English
2361,89,bright,colors,coll,14,0.04,English
2362,89,bright,colors,dist,14,0.94,English
2363,89,bare,walls,dist,16,0.94,English
2364,89,bare,walls,coll,16,0.05,English
2365,89,friendly,natives,dist,18,0.06,English
2366,89,friendly,natives,coll,18,0.94,English
2367,89,guilty,defendants,coll,19,0.93,English
2368,89,guilty,defendants,dist,19,0.03,English
2369,89,disappointing,results,dist,21,0.95,English
2370,89,disappointing,results,coll,21,0.05,English
2371,89,small,children,coll,23,0.04,English
2372,89,small,children,dist,23,0.95,English
2373,89,closed,shops,coll,24,0.08,English
2374,89,closed,shops,dist,24,0.93,English
2375,89,open,windows,dist,25,0.93,English
2376,89,open,windows,coll,25,0.04,English
2377,89,small,numbers,coll,28,0.04,English
2378,89,small,numbers,dist,28,0.93,English
2379,89,open,pubs,coll,29,0.94,English
2380,89,open,pubs,dist,29,0.06,English
2381,89,quiet,dogs,dist,30,0.96,English
2382,89,quiet,dogs,coll,30,0.02,English
