workerid,language,enjoyment,gender,age,comments,asses,education
0,ENGLISH,1,Male,55,,Yes,2
1,English ,1,Female,36,,Yes,2
2,English,1,Male,25,,Yes,1
3,English,1,Male,23,I have no additional comments at this time,Yes,3
4,english,1,Male,25,,Yes,2
5,english,1,Male,24,,Yes,1
6,english,1,Female,30,,Yes,3
7,english,2,Male,52,,Yes,2
8,Engligh,1,Female,30,NONE,Yes,3
