date,workerid,amount
Fri Apr 01 13:35:35 PDT 2016,A1FVXS8IM5QYO8,0.25
Fri Apr 01 13:38:03 PDT 2016,A3OLRWACCCCUTU,0.25
Fri Apr 01 14:01:24 PDT 2016,APHNYDGTCRN3O,0.25
Fri Apr 01 14:13:50 PDT 2016,A3FDQJMLPJ2YVJ,0.25
Fri Apr 01 14:21:00 PDT 2016,A23FORY3OU7Y7B,0.25
Fri Apr 01 14:43:15 PDT 2016,AJH0YOW6PLSS8,0.25
Fri Apr 01 14:57:47 PDT 2016,A1B65EVDS55AME,0.25
Fri Apr 01 15:13:11 PDT 2016,A2W2JQATLXQ24T,0.25
Fri Apr 01 15:43:51 PDT 2016,A1FGKIKJYSL1MI,0.25
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
