date,workerid,amount
Wed Apr 13 08:19:26 PDT 2016,A41IQLMVLUFNX,0.5
Wed Apr 13 08:19:27 PDT 2016,A3PZMH0G4UBMYG,0.5
Wed Apr 13 08:21:37 PDT 2016,A2620H42NIG6MT,0.5
Wed Apr 13 08:23:31 PDT 2016,AV9C6D5VQT48R,0.5
Wed Apr 13 08:26:09 PDT 2016,AHHF9XUFFUNPA,0.5
Wed Apr 13 08:28:05 PDT 2016,A2O5OJXCUFQ3FV,0.5
Wed Apr 13 08:30:03 PDT 2016,A22J1U3RTB7TG4,0.5
Wed Apr 13 08:36:44 PDT 2016,A1YD6IATEIIG4X,0.5
Wed Apr 13 08:37:40 PDT 2016,ADVIE0ZHLWDDH,0.5
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
