workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Female,49,,Yes,2
1,English,1,Male,28,,Yes,3
2,english,1,Female,41,,Yes,-1
3,English,2,Female,56,I didn&quotechart expect to do it in the hit window but that worked out well. The illustrations were great. Thanks!,Yes,3
4,english,2,Female,65,it was different and fun,Yes,1
5,English,2,Male,28,"Interesting hit, thanks!",Yes,2
6,english,2,Female,37,,Yes,4
7,English,2,Female,47,,Yes,4
8,English,1,Male,42,,Yes,3
