no,4,"true","false",1,1,1,1,0.0010663290738989208
no,4,"true","true",1,1,1,1,0.004265316295595684
no,4,"true","false",1,1,1,2,0.001068410412926004
no,4,"true","true",1,1,1,2,0.004248676249260093
no,4,"true","false",1,1,1,3,0.0010767356495473665
no,4,"true","true",1,1,1,3,0.004182117973233412
no,4,"true","false",1,1,1,4,0.0010975479419199224
no,4,"true","true",1,1,1,4,0.004015735052828078
no,4,"true","false",1,1,2,1,0.001068410412926004
no,4,"true","true",1,1,2,1,0.004248676249260093
no,4,"true","false",1,1,2,2,0.0010767356495473665
no,4,"true","true",1,1,2,2,0.004182117973233412
no,4,"true","false",1,1,2,3,0.0010975479419199224
no,4,"true","true",1,1,2,3,0.004015735052828078
no,4,"true","false",1,1,2,4,0.0011391688016679361
no,4,"true","true",1,1,2,4,0.003683028724050495
no,4,"true","false",1,1,3,1,0.0010767356495473665
no,4,"true","true",1,1,3,1,0.004182117973233412
no,4,"true","false",1,1,3,2,0.0010975479419199224
no,4,"true","true",1,1,3,2,0.004015735052828078
no,4,"true","false",1,1,3,3,0.0011391688016679361
no,4,"true","true",1,1,3,3,0.003683028724050495
no,4,"true","false",1,1,3,4,0.0012036692237212215
no,4,"true","true",1,1,3,4,0.003167524150149579
no,4,"true","false",1,1,4,1,0.0010975479419199224
no,4,"true","true",1,1,4,1,0.004015735052828078
no,4,"true","false",1,1,4,2,0.0011391688016679361
no,4,"true","true",1,1,4,2,0.003683028724050495
no,4,"true","false",1,1,4,3,0.0012036692237212215
no,4,"true","true",1,1,4,3,0.003167524150149579
no,4,"true","false",1,1,4,4,0.001286863967924179
no,4,"true","true",1,1,4,4,0.002502861498886472
no,4,"true","false",1,2,1,1,0.001068410412926004
no,4,"true","true",1,2,1,1,0.004248676249260093
no,4,"true","false",1,2,1,2,0.0010767356495473665
no,4,"true","true",1,2,1,2,0.004182117973233412
no,4,"true","false",1,2,1,3,0.0010975479419199224
no,4,"true","true",1,2,1,3,0.004015735052828078
no,4,"true","false",1,2,1,4,0.0011391688016679361
no,4,"true","true",1,2,1,4,0.003683028724050495
no,4,"true","false",1,2,2,1,0.0010767356495473665
no,4,"true","true",1,2,2,1,0.004182117973233412
no,4,"true","false",1,2,2,2,0.0010975479419199224
no,4,"true","true",1,2,2,2,0.004015735052828078
no,4,"true","false",1,2,2,3,0.0011391688016679361
no,4,"true","true",1,2,2,3,0.003683028724050495
no,4,"true","false",1,2,2,4,0.0012036692237212215
no,4,"true","true",1,2,2,4,0.003167524150149579
no,4,"true","false",1,2,3,1,0.0010975479419199224
no,4,"true","true",1,2,3,1,0.004015735052828078
no,4,"true","false",1,2,3,2,0.0011391688016679361
no,4,"true","true",1,2,3,2,0.003683028724050495
no,4,"true","false",1,2,3,3,0.0012036692237212215
no,4,"true","true",1,2,3,3,0.003167524150149579
no,4,"true","false",1,2,3,4,0.001286863967924179
no,4,"true","true",1,2,3,4,0.002502861498886472
no,4,"true","false",1,2,4,1,0.0011391688016679361
no,4,"true","true",1,2,4,1,0.003683028724050495
no,4,"true","false",1,2,4,2,0.0012036692237212215
no,4,"true","true",1,2,4,2,0.003167524150149579
no,4,"true","false",1,2,4,3,0.001286863967924179
no,4,"true","true",1,2,4,3,0.002502861498886472
no,4,"true","false",1,2,4,4,0.0013783009815963906
no,4,"true","true",1,2,4,4,0.0017729635049166552
no,4,"true","false",1,3,1,1,0.0010767356495473665
no,4,"true","true",1,3,1,1,0.004182117973233412
no,4,"true","false",1,3,1,2,0.0010975479419199224
no,4,"true","true",1,3,1,2,0.004015735052828078
no,4,"true","false",1,3,1,3,0.0011391688016679361
no,4,"true","true",1,3,1,3,0.003683028724050495
no,4,"true","false",1,3,1,4,0.0012036692237212215
no,4,"true","true",1,3,1,4,0.003167524150149579
no,4,"true","false",1,3,2,1,0.0010975479419199224
no,4,"true","true",1,3,2,1,0.004015735052828078
no,4,"true","false",1,3,2,2,0.0011391688016679361
no,4,"true","true",1,3,2,2,0.003683028724050495
no,4,"true","false",1,3,2,3,0.0012036692237212215
no,4,"true","true",1,3,2,3,0.003167524150149579
no,4,"true","false",1,3,2,4,0.001286863967924179
no,4,"true","true",1,3,2,4,0.002502861498886472
no,4,"true","false",1,3,3,1,0.0011391688016679361
no,4,"true","true",1,3,3,1,0.003683028724050495
no,4,"true","false",1,3,3,2,0.0012036692237212215
no,4,"true","true",1,3,3,2,0.003167524150149579
no,4,"true","false",1,3,3,3,0.001286863967924179
no,4,"true","true",1,3,3,3,0.002502861498886472
no,4,"true","false",1,3,3,4,0.0013783009815963906
no,4,"true","true",1,3,3,4,0.0017729635049166552
no,4,"true","false",1,3,4,1,0.0012036692237212215
no,4,"true","true",1,3,4,1,0.003167524150149579
no,4,"true","false",1,3,4,2,0.001286863967924179
no,4,"true","true",1,3,4,2,0.002502861498886472
no,4,"true","false",1,3,4,3,0.0013783009815963906
no,4,"true","true",1,3,4,3,0.0017729635049166552
no,4,"true","false",1,3,4,4,0.0014612541096145626
no,4,"true","true",1,3,4,4,0.001112145184210551
no,4,"true","false",1,4,1,1,0.0010975479419199224
no,4,"true","true",1,4,1,1,0.004015735052828078
no,4,"true","false",1,4,1,2,0.0011391688016679361
no,4,"true","true",1,4,1,2,0.003683028724050495
no,4,"true","false",1,4,1,3,0.0012036692237212215
no,4,"true","true",1,4,1,3,0.003167524150149579
no,4,"true","false",1,4,1,4,0.001286863967924179
no,4,"true","true",1,4,1,4,0.002502861498886472
no,4,"true","false",1,4,2,1,0.0011391688016679361
no,4,"true","true",1,4,2,1,0.003683028724050495
no,4,"true","false",1,4,2,2,0.0012036692237212215
no,4,"true","true",1,4,2,2,0.003167524150149579
no,4,"true","false",1,4,2,3,0.001286863967924179
no,4,"true","true",1,4,2,3,0.002502861498886472
no,4,"true","false",1,4,2,4,0.0013783009815963906
no,4,"true","true",1,4,2,4,0.0017729635049166552
no,4,"true","false",1,4,3,1,0.0012036692237212215
no,4,"true","true",1,4,3,1,0.003167524150149579
no,4,"true","false",1,4,3,2,0.001286863967924179
no,4,"true","true",1,4,3,2,0.002502861498886472
no,4,"true","false",1,4,3,3,0.0013783009815963906
no,4,"true","true",1,4,3,3,0.0017729635049166552
no,4,"true","false",1,4,3,4,0.0014612541096145626
no,4,"true","true",1,4,3,4,0.001112145184210551
no,4,"true","false",1,4,4,1,0.001286863967924179
no,4,"true","true",1,4,4,1,0.002502861498886472
