high,4,2,11,"false",3,3,3,3,0.05000000000000002
high,4,2,11,"true",3,3,3,3,0.0125
high,4,2,11,"false",3,3,3,4,0.05000000000000002
high,4,2,11,"true",3,3,3,4,0.0125
high,4,2,11,"false",3,3,4,3,0.05000000000000002
high,4,2,11,"true",3,3,4,3,0.0125
high,4,2,11,"false",3,3,4,4,0.05000000000000002
high,4,2,11,"true",3,3,4,4,0.0125
high,4,2,11,"false",3,4,3,3,0.05000000000000002
high,4,2,11,"true",3,4,3,3,0.0125
high,4,2,11,"false",3,4,3,4,0.05000000000000002
high,4,2,11,"true",3,4,3,4,0.0125
high,4,2,11,"false",3,4,4,3,0.05000000000000002
high,4,2,11,"true",3,4,4,3,0.0125
high,4,2,11,"false",3,4,4,4,0.05000000000000002
high,4,2,11,"true",3,4,4,4,0.0125
high,4,2,11,"false",4,3,3,3,0.05000000000000002
high,4,2,11,"true",4,3,3,3,0.0125
high,4,2,11,"false",4,3,3,4,0.05000000000000002
high,4,2,11,"true",4,3,3,4,0.0125
high,4,2,11,"false",4,3,4,3,0.05000000000000002
high,4,2,11,"true",4,3,4,3,0.0125
high,4,2,11,"false",4,3,4,4,0.05000000000000002
high,4,2,11,"true",4,3,4,4,0.0125
high,4,2,11,"false",4,4,3,3,0.05000000000000002
high,4,2,11,"true",4,4,3,3,0.0125
high,4,2,11,"false",4,4,3,4,0.05000000000000002
high,4,2,11,"true",4,4,3,4,0.0125
high,4,2,11,"false",4,4,4,3,0.05000000000000002
high,4,2,11,"true",4,4,4,3,0.0125
high,4,2,11,"false",4,4,4,4,0.05000000000000002
high,4,2,11,"true",4,4,4,4,0.0125
mid,4,2,11,"false",3,3,3,3,0.05000000000000002
mid,4,2,11,"true",3,3,3,3,0.0125
mid,4,2,11,"false",3,3,3,4,0.05000000000000002
mid,4,2,11,"true",3,3,3,4,0.0125
mid,4,2,11,"false",3,3,4,3,0.05000000000000002
mid,4,2,11,"true",3,3,4,3,0.0125
mid,4,2,11,"false",3,3,4,4,0.05000000000000002
mid,4,2,11,"true",3,3,4,4,0.0125
mid,4,2,11,"false",3,4,3,3,0.05000000000000002
mid,4,2,11,"true",3,4,3,3,0.0125
mid,4,2,11,"false",3,4,3,4,0.05000000000000002
