high,4,2,11,"false",3,3,3,3,0.00988988028076496
high,4,2,11,"true",3,3,3,3,0.0019542795153944356
high,4,2,11,"false",3,3,3,4,0.00988988028076496
high,4,2,11,"true",3,3,3,4,0.0019542795153944356
high,4,2,11,"false",3,3,3,5,0.00988988028076496
high,4,2,11,"true",3,3,3,5,0.0019542795153944356
high,4,2,11,"false",3,3,4,3,0.00988988028076496
high,4,2,11,"true",3,3,4,3,0.0019542795153944356
high,4,2,11,"false",3,3,4,4,0.00988988028076496
high,4,2,11,"true",3,3,4,4,0.0019542795153944356
high,4,2,11,"false",3,3,4,5,0.00988988028076496
high,4,2,11,"true",3,3,4,5,0.0019542795153944356
high,4,2,11,"false",3,3,5,3,0.00988988028076496
high,4,2,11,"true",3,3,5,3,0.0019542795153944356
high,4,2,11,"false",3,3,5,4,0.00988988028076496
high,4,2,11,"true",3,3,5,4,0.0019542795153944356
high,4,2,11,"false",3,3,5,5,0.00988988028076496
high,4,2,11,"true",3,3,5,5,0.0019542795153944356
high,4,2,11,"false",3,4,3,3,0.00988988028076496
high,4,2,11,"true",3,4,3,3,0.0019542795153944356
high,4,2,11,"false",3,4,3,4,0.00988988028076496
high,4,2,11,"true",3,4,3,4,0.0019542795153944356
high,4,2,11,"false",3,4,3,5,0.00988988028076496
high,4,2,11,"true",3,4,3,5,0.0019542795153944356
high,4,2,11,"false",3,4,4,3,0.00988988028076496
high,4,2,11,"true",3,4,4,3,0.0019542795153944356
high,4,2,11,"false",3,4,4,4,0.00988988028076496
high,4,2,11,"true",3,4,4,4,0.0019542795153944356
high,4,2,11,"false",3,4,4,5,0.00988988028076496
high,4,2,11,"true",3,4,4,5,0.0019542795153944356
high,4,2,11,"false",3,4,5,3,0.00988988028076496
high,4,2,11,"true",3,4,5,3,0.0019542795153944356
high,4,2,11,"false",3,4,5,4,0.00988988028076496
high,4,2,11,"true",3,4,5,4,0.0019542795153944356
high,4,2,11,"false",3,4,5,5,0.00988988028076496
high,4,2,11,"true",3,4,5,5,0.003264700693171478
high,4,2,11,"false",3,5,3,3,0.00988988028076496
high,4,2,11,"true",3,5,3,3,0.0019542795153944356
high,4,2,11,"false",3,5,3,4,0.00988988028076496
high,4,2,11,"true",3,5,3,4,0.0019542795153944356
high,4,2,11,"false",3,5,3,5,0.00988988028076496
high,4,2,11,"true",3,5,3,5,0.0019542795153944356
high,4,2,11,"false",3,5,4,3,0.00988988028076496
high,4,2,11,"true",3,5,4,3,0.0019542795153944356
high,4,2,11,"false",3,5,4,4,0.00988988028076496
high,4,2,11,"true",3,5,4,4,0.0019542795153944356
high,4,2,11,"false",3,5,4,5,0.00988988028076496
high,4,2,11,"true",3,5,4,5,0.003264700693171478
high,4,2,11,"false",3,5,5,3,0.00988988028076496
high,4,2,11,"true",3,5,5,3,0.0019542795153944356
high,4,2,11,"false",3,5,5,4,0.00988988028076496
high,4,2,11,"true",3,5,5,4,0.003264700693171478
high,4,2,11,"false",3,5,5,5,0.00988988028076496
high,4,2,11,"true",3,5,5,5,0.003264700693171478
high,4,2,11,"false",4,3,3,3,0.00988988028076496
high,4,2,11,"true",4,3,3,3,0.0019542795153944356
high,4,2,11,"false",4,3,3,4,0.00988988028076496
high,4,2,11,"true",4,3,3,4,0.0019542795153944356
high,4,2,11,"false",4,3,3,5,0.00988988028076496
high,4,2,11,"true",4,3,3,5,0.0019542795153944356
high,4,2,11,"false",4,3,4,3,0.00988988028076496
high,4,2,11,"true",4,3,4,3,0.0019542795153944356
high,4,2,11,"false",4,3,4,4,0.00988988028076496
high,4,2,11,"true",4,3,4,4,0.0019542795153944356
high,4,2,11,"false",4,3,4,5,0.00988988028076496
high,4,2,11,"true",4,3,4,5,0.0019542795153944356
high,4,2,11,"false",4,3,5,3,0.00988988028076496
high,4,2,11,"true",4,3,5,3,0.0019542795153944356
high,4,2,11,"false",4,3,5,4,0.00988988028076496
high,4,2,11,"true",4,3,5,4,0.0019542795153944356
