workerid,predicate,utterance,response,context,sentence_type
1,tall,little,0.09,random,coll
1,tall,tiny,0.08,random,coll
1,tall,tiny,0.89,random,dist
1,tall,lengthy,0.08,random,dist
1,tall,lengthy,0.89,random,coll
1,tall,wide,0.08,random,coll
1,tall,wide,0.89,random,dist
1,tall,heavy,0.1,random,dist
1,tall,heavy,0.91,random,coll
1,tall,full,0.06,random,coll
1,tall,full,0.91,random,dist
1,tall,thin,0.08,random,coll
1,tall,thin,0.91,random,dist
1,tall,short,0.92,random,dist
1,tall,short,0.07,random,coll
1,tall,high,0.05,random,dist
1,tall,high,0.89,random,coll
2,tall,little,0.64,regular,coll
2,tall,little,0.75,regular,dist
2,tall,skinny,0.65,regular,dist
2,tall,skinny,0.68,regular,coll
2,tall,short,0.73,regular,dist
2,tall,short,0.81,regular,coll
2,tall,large,0.73,regular,coll
2,tall,large,0.7,regular,dist
2,tall,deep,0.71,regular,dist
2,tall,deep,0.72,regular,coll
2,tall,small,0.84,regular,coll
2,tall,small,0.7,regular,dist
2,tall,long,0.71,regular,dist
2,tall,long,0.56,regular,coll
2,tall,humongous,0.72,regular,coll
2,tall,humongous,0.72,regular,dist
2,tall,thick,0.72,regular,dist
2,tall,thick,0.67,regular,coll
2,tall,lengthy,0.62,regular,coll
2,tall,lengthy,0.59,regular,dist
2,tall,tall,0.72,regular,coll
2,tall,tall,0.6,regular,dist
2,tall,mini,0.72,regular,dist
2,tall,mini,0.66,regular,coll
2,tall,huge,0.68,regular,coll
2,tall,huge,0.63,regular,dist
2,tall,low,0.71,regular,coll
2,tall,low,0.74,regular,dist
2,tall,full,0.66,regular,coll
2,tall,full,0.76,regular,dist
2,tall,slight,0.67,regular,dist
2,tall,slight,0.73,regular,coll
2,tall,heavy,0.65,regular,dist
2,tall,heavy,0.63,regular,coll
2,tall,wide,0.72,regular,dist
2,tall,wide,0.61,regular,coll
2,tall,big,0.7,regular,coll
2,tall,big,0.63,regular,dist
2,tall,flat,0.77,regular,coll
2,tall,flat,0.79,regular,dist
2,tall,tiny,0.72,regular,coll
2,tall,tiny,0.79,regular,dist
2,tall,fat,0.78,regular,dist
2,tall,fat,0.83,regular,coll
2,tall,high,0.73,regular,dist
2,tall,high,0.7,regular,coll
2,tall,narrow,0.69,regular,coll
2,tall,narrow,0.78,regular,dist
2,tall,thin,0.7,regular,dist
2,tall,thin,0.85,regular,coll
3,tall,thick,0.31,regular,dist
3,tall,thick,0.89,regular,coll
3,tall,high,0.85,regular,coll
3,tall,high,0.27,regular,dist
3,tall,wide,0.83,regular,coll
3,tall,wide,0.25,regular,dist
3,tall,slight,0.85,regular,coll
3,tall,slight,0.29,regular,dist
3,tall,big,0.83,regular,coll
3,tall,big,0.29,regular,dist
3,tall,flat,0.16,regular,coll
3,tall,flat,0.68,regular,dist
3,tall,skinny,0.25,regular,coll
3,tall,skinny,0.69,regular,dist
3,tall,huge,0.82,regular,coll
3,tall,huge,0.12,regular,dist
3,tall,large,0.8,regular,dist
3,tall,large,0.16,regular,coll
3,tall,mini,0.2,regular,dist
3,tall,mini,0.66,regular,coll
3,tall,narrow,0.19,regular,dist
3,tall,narrow,0.73,regular,coll
3,tall,short,0.19,regular,coll
3,tall,short,0.24,regular,dist
3,tall,full,0.8,regular,dist
3,tall,full,0.19,regular,coll
3,tall,deep,0.75,regular,coll
3,tall,deep,0.23,regular,dist
3,tall,thin,0.15,regular,coll
3,tall,thin,0.56,regular,dist
3,tall,lengthy,0.18,regular,coll
3,tall,lengthy,0.68,regular,dist
3,tall,low,0.21,regular,dist
3,tall,low,0.22,regular,coll
3,tall,long,0.19,regular,coll
3,tall,long,0.76,regular,dist
3,tall,heavy,0.17,regular,dist
3,tall,heavy,0.77,regular,coll
3,tall,fat,0.77,regular,dist
3,tall,fat,0.25,regular,coll
3,tall,tall,0.86,regular,coll
3,tall,tall,0.21,regular,dist
3,tall,small,0.75,regular,dist
3,tall,small,0.18,regular,coll
3,tall,humongous,0.75,regular,coll
3,tall,humongous,0.14,regular,dist
3,tall,little,0.79,regular,dist
3,tall,little,0.23,regular,coll
3,tall,tiny,0.82,regular,dist
3,tall,tiny,0.25,regular,coll
4,tall,big,0.02,regular,coll
4,tall,big,0.96,regular,dist
4,tall,mini,0.97,regular,dist
4,tall,mini,0.06,regular,coll
4,tall,wide,0.03,regular,coll
4,tall,wide,0.95,regular,dist
4,tall,high,0.66,regular,coll
4,tall,high,0.49,regular,dist
4,tall,full,0.13,regular,dist
4,tall,full,0.99,regular,coll
4,tall,long,0.51,regular,coll
4,tall,long,0.49,regular,dist
4,tall,low,0.91,regular,coll
4,tall,low,0.12,regular,dist
4,tall,humongous,0.03,regular,coll
4,tall,humongous,0.97,regular,dist
4,tall,skinny,0.24,regular,coll
4,tall,skinny,0.91,regular,dist
4,tall,large,0.05,regular,coll
4,tall,large,0.99,regular,dist
4,tall,tall,0.17,regular,coll
4,tall,tall,0.74,regular,dist
4,tall,huge,0.98,regular,dist
4,tall,huge,0.1,regular,coll
4,tall,tiny,0.14,regular,coll
4,tall,tiny,0.96,regular,dist
4,tall,thin,0.09,regular,coll
4,tall,thin,0.92,regular,dist
4,tall,small,0.04,regular,coll
4,tall,small,0.94,regular,dist
4,tall,narrow,0.08,regular,coll
4,tall,narrow,0.93,regular,dist
4,tall,lengthy,0.53,regular,dist
4,tall,lengthy,0.53,regular,coll
4,tall,thick,0.07,regular,coll
4,tall,thick,0.89,regular,dist
4,tall,slight,0.09,regular,coll
4,tall,slight,0.87,regular,dist
4,tall,flat,0.52,regular,coll
4,tall,flat,0.51,regular,dist
4,tall,heavy,0.52,regular,coll
4,tall,heavy,0.52,regular,dist
4,tall,little,0.81,regular,dist
4,tall,little,0.14,regular,coll
4,tall,deep,0.48,regular,coll
4,tall,deep,0.46,regular,dist
4,tall,short,0.92,regular,dist
4,tall,short,0.11,regular,coll
4,tall,fat,0.83,regular,dist
4,tall,fat,0.09,regular,coll
5,tall,short,0.37,regular,dist
5,tall,short,0.69,regular,coll
5,tall,tall,0.85,regular,dist
5,tall,tall,0.18,regular,coll
5,tall,heavy,0.59,regular,coll
5,tall,heavy,0.84,regular,dist
5,tall,skinny,0.92,regular,dist
5,tall,skinny,0.06,regular,coll
5,tall,high,0.04,regular,dist
5,tall,high,0.95,regular,coll
5,tall,slight,0.07,regular,coll
5,tall,slight,0.83,regular,dist
5,tall,wide,0.9,regular,dist
5,tall,wide,0.12,regular,coll
5,tall,thin,0.95,regular,dist
5,tall,thin,0.04,regular,coll
5,tall,huge,0.96,regular,dist
5,tall,huge,0.13,regular,coll
5,tall,little,0.97,regular,dist
5,tall,little,0,regular,coll
5,tall,long,0,regular,coll
5,tall,long,1,regular,dist
5,tall,tiny,0.14,regular,coll
5,tall,tiny,1,regular,dist
5,tall,large,1,regular,dist
5,tall,large,0.04,regular,coll
5,tall,small,0.04,regular,coll
5,tall,small,1,regular,dist
5,tall,big,1,regular,dist
5,tall,big,0.14,regular,coll
5,tall,mini,1,regular,dist
5,tall,mini,0.12,regular,coll
5,tall,fat,0.06,regular,coll
5,tall,fat,1,regular,dist
5,tall,narrow,1,regular,dist
5,tall,narrow,0.09,regular,coll
5,tall,low,1,regular,coll
5,tall,low,0.06,regular,dist
5,tall,flat,0.21,regular,coll
5,tall,flat,1,regular,dist
5,tall,lengthy,0.25,regular,dist
5,tall,lengthy,0.75,regular,coll
5,tall,humongous,0.23,regular,coll
5,tall,humongous,0.98,regular,dist
5,tall,thick,0.81,regular,dist
5,tall,thick,0.6,regular,coll
5,tall,full,0.08,regular,coll
5,tall,full,1,regular,dist
5,tall,deep,0.22,regular,coll
5,tall,deep,1,regular,dist
6,tall,narrow,0.51,random,coll
6,tall,narrow,0.67,random,dist
6,tall,long,0.2,random,coll
6,tall,long,0.75,random,dist
6,tall,skinny,0.27,random,coll
6,tall,skinny,0.82,random,dist
6,tall,flat,0.15,random,coll
6,tall,flat,0.74,random,dist
6,tall,deep,0.27,random,coll
6,tall,deep,0.84,random,dist
6,tall,short,0.47,random,dist
6,tall,short,0.47,random,coll
6,tall,fat,0.63,random,dist
6,tall,fat,0.35,random,coll
6,tall,tall,0.29,random,coll
6,tall,tall,0.78,random,dist
6,tall,little,0.47,random,coll
6,tall,little,0.67,random,dist
6,tall,mini,0.29,random,coll
6,tall,mini,0.66,random,dist
6,tall,big,0.56,random,dist
6,tall,big,0.56,random,coll
6,tall,small,0.7,random,dist
6,tall,small,0.19,random,coll
6,tall,slight,0.55,random,dist
6,tall,slight,0.4,random,coll
6,tall,heavy,0.49,random,coll
6,tall,heavy,0.49,random,dist
6,tall,large,0.52,random,dist
6,tall,large,0.52,random,coll
6,tall,full,0.76,random,dist
6,tall,full,0.1,random,coll
6,tall,wide,0.49,random,coll
6,tall,wide,0.49,random,dist
6,tall,high,0.26,random,dist
6,tall,high,0.76,random,coll
6,tall,tiny,0.3,random,coll
6,tall,tiny,0.58,random,dist
6,tall,thick,0.3,random,coll
6,tall,thick,0.62,random,dist
6,tall,humongous,0.44,random,dist
6,tall,humongous,0.57,random,coll
6,tall,huge,0.57,random,dist
6,tall,huge,0.58,random,coll
6,tall,lengthy,0.34,random,coll
6,tall,lengthy,0.66,random,dist
6,tall,low,0.28,random,dist
6,tall,low,0.64,random,coll
6,tall,thin,0.64,random,dist
6,tall,thin,0.31,random,coll
7,tall,thick,0.02,regular,coll
7,tall,thick,0.99,regular,dist
7,tall,low,0.01,regular,coll
7,tall,low,0.98,regular,dist
7,tall,huge,0.99,regular,dist
7,tall,huge,0.01,regular,coll
7,tall,wide,0.99,regular,dist
7,tall,wide,0,regular,coll
7,tall,heavy,0.98,regular,dist
7,tall,heavy,0.02,regular,coll
7,tall,humongous,0.03,regular,coll
7,tall,humongous,0.97,regular,dist
7,tall,full,0.96,regular,dist
7,tall,full,0.01,regular,coll
7,tall,long,0.01,regular,coll
7,tall,long,0.97,regular,dist
7,tall,narrow,0,regular,coll
7,tall,narrow,0.97,regular,dist
7,tall,thin,0.01,regular,coll
7,tall,thin,0.97,regular,dist
7,tall,deep,1,regular,dist
7,tall,deep,0.03,regular,coll
7,tall,mini,0.98,regular,dist
7,tall,mini,0.01,regular,coll
7,tall,little,0.99,regular,dist
7,tall,little,0.03,regular,coll
7,tall,big,0.97,regular,dist
7,tall,big,0.04,regular,coll
7,tall,tall,0.99,regular,dist
7,tall,tall,0.03,regular,coll
7,tall,skinny,0.99,regular,dist
7,tall,skinny,0.02,regular,coll
7,tall,high,0.96,regular,coll
7,tall,high,0.02,regular,dist
7,tall,fat,0.97,regular,dist
7,tall,fat,0.02,regular,coll
7,tall,small,0.01,regular,coll
7,tall,small,0.98,regular,dist
7,tall,tiny,0.98,regular,dist
7,tall,tiny,0.02,regular,coll
7,tall,slight,0,regular,coll
7,tall,slight,1,regular,dist
7,tall,large,0.02,regular,coll
7,tall,large,0.99,regular,dist
7,tall,flat,0.77,regular,dist
7,tall,flat,0.35,regular,coll
7,tall,short,0.99,regular,dist
7,tall,short,0,regular,coll
7,tall,lengthy,0,regular,coll
7,tall,lengthy,0.97,regular,dist
8,tall,little,0.78,regular,dist
8,tall,little,0.01,regular,coll
8,tall,small,0.02,regular,coll
8,tall,small,0.87,regular,dist
8,tall,heavy,0.98,regular,coll
8,tall,heavy,0.09,regular,dist
8,tall,big,0.98,regular,coll
8,tall,big,0.02,regular,dist
8,tall,humongous,0.01,regular,dist
8,tall,humongous,0.41,regular,coll
8,tall,large,0.02,regular,dist
8,tall,large,0.71,regular,coll
8,tall,low,0.01,regular,coll
8,tall,low,0.03,regular,dist
8,tall,tall,0.04,regular,dist
8,tall,tall,0.45,regular,coll
8,tall,long,0.02,regular,dist
8,tall,long,0.03,regular,coll
8,tall,slight,0.57,regular,dist
8,tall,slight,0.47,regular,coll
8,tall,flat,0.84,regular,coll
8,tall,flat,0.81,regular,dist
8,tall,short,0.15,regular,coll
8,tall,short,0.48,regular,dist
8,tall,fat,0.16,regular,dist
8,tall,fat,0.13,regular,coll
8,tall,narrow,0.57,regular,dist
8,tall,narrow,0.44,regular,coll
8,tall,skinny,0.57,regular,coll
8,tall,skinny,0.48,regular,dist
8,tall,deep,0.12,regular,coll
8,tall,deep,0.28,regular,dist
8,tall,tiny,0.63,regular,dist
8,tall,tiny,0.12,regular,coll
8,tall,thick,0.12,regular,coll
8,tall,thick,0.12,regular,dist
8,tall,wide,0.1,regular,coll
8,tall,wide,0.09,regular,dist
8,tall,full,0.76,regular,coll
8,tall,full,0.79,regular,dist
8,tall,mini,0.66,regular,dist
8,tall,mini,0.34,regular,coll
8,tall,high,0.05,regular,dist
8,tall,high,0.45,regular,coll
8,tall,thin,0.61,regular,coll
8,tall,thin,0.48,regular,dist
8,tall,huge,0.08,regular,dist
8,tall,huge,0.08,regular,coll
8,tall,lengthy,0.15,regular,coll
8,tall,lengthy,0.08,regular,dist
