workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Male,36,,Yes,3
1,English,1,Female,42,,Yes,3
2,English,1,Male,31,,Yes,3
3,english,1,Male,21,,Yes,1
4,english,1,Male,31,,Yes,3
5,English,2,Male,30,"That was fun, thanks!",Yes,4
6,english,2,Female,31,,Yes,3
7,English,1,Female,45,,Yes,3
8,English,2,Female,33,none,Yes,3
