date,workerid,amount
Fri Apr 01 13:37:22 PDT 2016,AC06LSWVAG7HV,0.25
Fri Apr 01 13:37:26 PDT 2016,A1HXZLVIVK5HJE,0.25
Fri Apr 01 14:16:06 PDT 2016,A336V7IY38Q2WN,0.25
Fri Apr 01 15:13:32 PDT 2016,A2X8SEZX56LEAD,0.25
Fri Apr 01 15:22:07 PDT 2016,APTD85XWW73AI,0.25
Fri Apr 01 16:19:19 PDT 2016,A1XJ9VFOJ4LP2X,0.25
Fri Apr 01 17:53:48 PDT 2016,A3FWFXTCHEX9UM,0.25
Fri Apr 01 18:37:54 PDT 2016,A2PAK898TQM0TE,0.25
Fri Apr 01 18:47:40 PDT 2016,A2LAKROAU2MVEN,0.25
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
