date,workerid,amount
Tue Apr 12 09:30:32 PDT 2016,A1FHMOWCYKNDVU,0.25
Tue Apr 12 09:32:38 PDT 2016,A2WLGVXAVT2XTR,0.25
Tue Apr 12 09:36:03 PDT 2016,A17J1CE7N49Z9D,0.25
Tue Apr 12 09:39:25 PDT 2016,A2TRMJA5NJS5TW,0.25
Tue Apr 12 10:18:48 PDT 2016,ADCUK2AHXYSBJ,0.25
Tue Apr 12 10:29:17 PDT 2016,ASARROL2Q6XRM,0.25
Tue Apr 12 10:56:24 PDT 2016,A19YRUF7K6FY78,0.25
Tue Apr 12 11:09:51 PDT 2016,A3LKVN75O4LZDP,0.25
Tue Apr 12 11:10:05 PDT 2016,A2R94TPU1TG9OR,0.25
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
