workerid,language,enjoyment,gender,age,comments,asses,education
0,English,1,Female,32,Thank You,Yes,3
1,english,1,Male,36,,Yes,1
2,English,2,Male,30,,Yes,2
3,English,2,Female,56,,Yes,3
4,English,1,Female,39,,Confused,3
5,english,2,Female,51,"Very interesting, thank you!",Yes,3
6,english,1,Male,20,,No,2
7,English,2,Male,21,It was a little confusing at first but then I think I got the hang of it. ,Confused,2
8,Vietnamese,2,Female,30,,Yes,4
