date,workerid,amount
Fri Apr 01 13:34:35 PDT 2016,A1A3TGZ7DKJWRW,0.25
Fri Apr 01 13:35:32 PDT 2016,ANZKTE853UXSD,0.25
Fri Apr 01 13:36:15 PDT 2016,A3K2RXTRO44HFU,0.25
Fri Apr 01 13:40:18 PDT 2016,A2Q0YP6IJVA2JI,0.25
Fri Apr 01 14:22:10 PDT 2016,A2HTN7HCNBQ8V4,0.25
Fri Apr 01 15:09:36 PDT 2016,A3T823TYKTZEVO,0.25
Fri Apr 01 16:24:38 PDT 2016,A1H0DFX4CD3NOQ,0.25
Fri Apr 01 16:40:00 PDT 2016,A244X2KYRPNOEO,0.25
Fri Apr 01 16:47:18 PDT 2016,A21JFQP5MAYQO2,0.25
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
