workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Male,39,,Yes,1
1,English,2,Male,26,No comments,Yes,3
2,English,1,Female,28,,Yes,3
3,english,2,Female,22,Thank you so much. The graphic monsters were adorable!,Yes,2
4,english,2,Male,59,,Yes,3
5,english,2,Male,28,,Yes,3
6,English,2,Female,51,,Yes,1
7,English,1,Male,29,,Yes,3
8,English,2,Female,35,,No,2
