date,workerid,amount
Tue Apr 12 09:30:23 PDT 2016,A2YGAEODJ5SSF6,0.25
Tue Apr 12 09:31:35 PDT 2016,A2RDNYV4SH5E89,0.25
Tue Apr 12 09:35:32 PDT 2016,A1D4XBPYMV5GP0,0.25
Tue Apr 12 09:40:16 PDT 2016,A90JBLDKW71DX,0.25
Tue Apr 12 09:41:31 PDT 2016,A3SOJWB6AZWZV9,0.25
Tue Apr 12 09:50:09 PDT 2016,A3UV55HC87DO9C,0.25
Tue Apr 12 09:55:12 PDT 2016,A13COBI91JOSZW,0.25
Tue Apr 12 11:53:11 PDT 2016,AVUNJL3XGI31V,0.25
Tue Apr 12 12:32:50 PDT 2016,A323RBOHUTRW53,0.25
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
